Sentence	Sentiment
i love being a sentry for mission impossible and a station for bonkers.	1
i love brokeback mountain!!!.	1
da vinci code sucks...	0
Mission Impossible III-Sucks big-time!..	0
I wasn't even in the mood to shop yesterday and also Da Vinci Code sucked ASS.	0
Ok brokeback mountain is such a horrible movie.	0
dudeee i LOVED brokeback mountain!!!!	1
Anyway, thats why I love   Brokeback Mountain.	1
But then they came back cold.	0
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
stay away from this store, be careful.	0
Loved the casting of Jimmy Buffet as the science teacher.  	1
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.	0
He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..	1
but you know what i enjoy the MOST reading or watching anything Harry Potter related during the winter more specifically when the Christmas tree is up and it's snowing outside.	1
The Da Vinci Code sucked big time.	0
da vinci code was an awesome movie...	1
My dad's being stupid about brokeback mountain...	0
The Da Vinci Code sucked big time.	0
The only thing worse than Taylor's acting was Stanwyck's singing.  	0
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
He also came back to check on us regularly, excellent service.	1
These Harry Potter movies really suck.	0
You'll love it!  	1
Is it just me, or does Harry Potter suck?...	0
I love The Da Vinci Code...	1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	1
Da Vinci Code sucked..	0
Brokeback Mountain sucked!	0
disappointing.	0
The Da Vinci Code was awesome, I can't wait to read it...	1
Brokeback Mountain was so awesome.	1
Brokeback Mountain was so awesome.	1
At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.	1
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  	0
I love The Da Vinci Code...	1
I hate Harry Potter.	0
I love Brokeback Mountain....	1
Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	1
we're gonna like watch Mission Impossible or Hoot.(	1
Oh, and Brokeback Mountain is a TERRIBLE movie...	0
this place is good.	1
Improper description.... I had to return it.	0
Brokeback Mountain was so awesome.	1
I liked the first   Mission Impossible.	1
I love Brokeback Mountain.	1
When it opens, the battery connection is broken and the device is turned off.	0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:	1
The Da Vinci Code is awesome!!	1
I * LOVED * Da Vinci code.	1
da vinci code sucks...	0
Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  	0
the last stand and Mission Impossible 3 both were awesome movies.	1
man i loved brokeback mountain!	1
 I hate Harry Potter.	0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..	1
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
It amazes me that people are so afraid of what Harry Potter is going to do to their children.	0
I liked the first   Mission Impossible.	1
The Da Vinci Code sucked big time.	0
There was a warm feeling with the service and I felt like their guest for a special treat.	1
I love the Harry Potter series if you can count that as   a   book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...	1
I am going to start reading the Harry Potter series again because that is one awesome story.	1
Kieslowski never ceases to amaze me.  	1
Brokeback mountain was beautiful...	1
I love Harry Potter.	1
Love luv lubb the Da Vinci Code!	1
mission impossible 2 rocks!!....	1
the last stand and Mission Impossible 3 both were awesome movies.	1
Is it just me, or does Harry Potter suck?...	0
- They never brought a salad we asked for.	0
, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..	0
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
There was so much hype over this phone that I assumed it was the best, my mistake.	0
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
Da Vinci Code does suck.	0
His new track for Mission Impossible 3 is probably the dumbest thing I've ever heard.	0
But it does get better reception and clarity than any phone I've had before.	1
, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..	0
i love being a sentry for mission impossible and a station for bonkers.	1
Mission Impossible 3 was excellent.	1
, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..	0
Da Vinci Code sucks be...	0
I hope they end this franchise here, or Mission Impossible 4 may see Cruise facing off against the evil Richard Simmons..	0
Delicious and I will absolutely be back!	1
Such as this one, which I think she did just to spite me, knowing how I hate Harry Potter:...	0
Brokeback Mountain is one hell of a depressing movie.	0
mission impossible 2 rocks!!....	1
The Da Vinci Code was absolutely AWESOME!	1
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
Couldn't ask for a more satisfying meal.	1
I, too, like Harry Potter..	1
This quiz sucks and Harry Potter sucks ok bye..	0
Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...	0
we're gonna like watch Mission Impossible or Hoot.(	1
These Harry Potter movies really suck.	0
A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  	0
man i loved brokeback mountain!	1
Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..	0
So Brokeback Mountain was really depressing.	0
The suspense builders were good, & just cross the line from G to PG.  	1
So Brokeback Mountain was really depressing.	0
Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.	1
Harry Potter is AWESOME I don't care if anyone says differently!..	1
This quiz sucks and Harry Potter sucks ok bye..	0
I won't be back.	0
DA VINCI CODE IS AWESOME!!	1
Love luv lubb the Da Vinci Code!	1
The Da Vinci Code was awesome, I can't wait to read it...	1
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..	1
Da Vinci Code sucks.	0
I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	1
The Da Vinci Code sucked big time.	0
i loved the da vinci code...	1
i heard da vinci code sucked soo much only 2.5 stars:	0
I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.	0
I felt as though her going to Ireland did absolutely nothing whatsoever.  	0
Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..	0
I love Harry Potter.	1
Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.	1
But I hate Harry Potter...	0
I love Harry Potter books < 3 so good Im a big dork.	1
I will never go back to this place and will never ever recommended this place to anyone!	0
It had some average acting from the main person, and it was a low budget as you clearly can see.  	0
Brokeback Mountain was so awesome.	1
However Paul Schrader has indeed made a film about Mishima that is both superb & complex.  	1
The sweet potato fries were very good and seasoned well.	1
By the way I LOVE the movie Mission Impossible 3!	1
the last stand and Mission Impossible 3 both were awesome movies.	1
So Brokeback Mountain was really depressing.	0
i heard da vinci code sucked soo much only 2.5 stars:	0
Brokeback Mountain is THE most amazing / beautiful / romantic / heartbraking movie i have ever or will ever see in my life......	1
Brokeback Mountain is fucking horrible..	0
Is it just me, or does Harry Potter suck?...	0
On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.	0
Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.	1
But it is entertaining, nonetheless.  	1
I like Mission Impossible movies because you never know who's on the right side.	1
Everything was perfect the night we were in.	1
Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..	0
Anyway, thats why I love   Brokeback Mountain.	1
This item worked great, but it broke after 6 months of use.	0
I hate Harry Potter.	0
i hate brokeback mountain!!	0
we're gonna like watch Mission Impossible or Hoot.(	1
So I had to take the battery out of the phone put it all back together and then restart it.	0
I love the Big empty series spec the second book, and I love Candy, and Harry Potter, and Requim for a Dream, and The Body of Christopher Creed...	1
Oh, and Brokeback Mountain is a TERRIBLE movie...	0
This quiz sucks and Harry Potter sucks ok bye..	0
These Harry Potter movies really suck.	0
So for our enjoyment we get to see them run around, play games, and be dangerous.  	1
My dad's being stupid about brokeback mountain...	0
DA VINCI CODE IS AWESOME!!	1
This place lacked style!!	0
mission impossible 2 rocks!!....	1
steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  	1
